,y
4741,1980000
4742,340000
4743,450000
4744,119000
4745,425000
4746,210000
4747,195000
4748,638000
4749,1190000
4750,260000
4751,280000
4752,215000
4753,560000
4754,338000
4755,269000
4756,445000
4757,215000
4758,180000
4759,335000
4760,429000
4761,270000
4762,600000
4763,400000
4764,710000
4765,682000
4766,360000
4767,640000
4768,210000
4769,240000
4770,358000
4771,220000
4772,720000
4773,285000
4774,597000
4775,720000
4776,955000
4777,220000
4778,350000
4779,2350000
4780,885000
4781,1349000
4782,690000
4783,885000
4784,720000
4785,335000
4786,480000
4787,870000
4788,340000
4789,280000
4790,320000
4791,565000
4792,490000
4793,120000
4794,195000
4795,590000
4796,960000
4797,2800000
4798,150000
4799,210000
4800,309000
4801,160000
4802,320000
4803,165000
4804,164000
4805,189000
4806,370000
4807,400000
4808,895000
4809,289000
4810,359000
4811,735000
4812,357000
4813,499000
4814,980000
4815,390000
4816,475000
4817,320000
4818,149000
4819,255000
4820,160000
4821,599000
4822,695000
4823,1400000
4824,650000
4825,657000
4826,348000
4827,370000
4828,330000
4829,319000
4830,140000
4831,900000
4832,290000
4833,795000
4834,210000
4835,595000
4836,229000
4837,1530000
4838,411000
4839,1240000
4840,738000
4841,1530000
4842,297000
4843,295000
4844,735000
4845,635000
4846,850000
4847,460000
4848,239000
4849,320000
4850,490000
4851,1200000
4852,375000
4853,695000
4854,565000
4855,550000
4856,120000
4857,255000
4858,880000
4859,330000
4860,620000
4861,401000
4862,605000
4863,840000
4864,738000
4865,299000
4866,1100000
4867,1185000
4868,315000
4869,265000
4870,1550000
4871,370000
4872,630000
4873,295000
4874,1000000
4875,611000
4876,225000
4877,310000
4878,395000
4879,370000
4880,403000
4881,665000
4882,679000
4883,330000
4884,200000
4885,820000
4886,549000
4887,310000
4888,850000
4889,760000
4890,278000
4891,340000
4892,185000
4893,451000
4894,295000
4895,165000
4896,1050000
4897,245000
4898,830000
4899,445000
4900,450000
4901,160000
4902,530000
4903,765000
4904,325000
4905,440000
4906,830000
4907,295000
4908,780000
4909,368000
4910,735000
4911,1760000
4912,335000
4913,233000
4914,295000
4915,632000
4916,267000
4917,2200000
4918,490000
4919,799000
4920,407000
4921,570000
4922,279000
4923,288000
4924,430000
4925,490000
4926,780000
4927,580000
4928,459000
4929,130000
4930,220000
4931,565000
4932,339000
4933,715000
4934,509000
4935,160000
4936,230000
4937,495000
4938,268000
4939,1290000
4940,895000
4941,280000
4942,350000
4943,699000
4944,640000
4945,840000
4946,1590000
4947,1100000
4948,491000
4949,1100000
4950,260000
4951,187000
4952,125000
4953,583000
4954,1690000
4955,820000
4956,308000
4957,285000
4958,279000
4959,535000
4960,750000
4961,105000
4962,755000
4963,760000
4964,699000
4965,765500
4966,192000
4967,249000
4968,235000
4969,135000
4970,475000
4971,325000
4972,530000
4973,189000
4974,570000
4975,360000
4976,239000
4977,255000
4978,279000
4979,940000
4980,195000
4981,1680000
4982,425000
4983,260000
4984,335000
4985,460000
4986,2705000
4987,599000
4988,189000
4989,198000
4990,265000
4991,285000
4992,345000
4993,730000
4994,309000
4995,720000
4996,210000
4997,339000
4998,1650000
4999,1190000
5000,390000
5001,492000
5002,300000
5003,1950000
5004,850000
5005,1200000
5006,334000
5007,289500
5008,355000
5009,990000
5010,890000
5011,259000
5012,620000
5013,245000
5014,1250000
5015,808000
5016,235000
5017,650000
5018,680000
5019,459000
5020,335000
5021,450000
5022,245000
5023,700000
5024,390000
5025,1690000
5026,495000
5027,479000
5028,449000
5029,599000
5030,770000
5031,270000
5032,215000
5033,390000
5034,1300000
5035,698000
5036,448000
5037,667000
5038,770000
5039,850000
5040,1640000
5041,355250
5042,955000
5043,255000
5044,1090000
5045,695000
5046,420000
5047,199000
5048,595000
5049,398000
5050,280000
5051,285000
5052,340000
5053,339000
5054,265000
5055,1250000
5056,145000
5057,870000
5058,489000
5059,198000
5060,1450000
5061,489000
5062,415000
5063,210000
5064,198000
5065,285000
5066,1190000
5067,470000
5068,85000
5069,155000
5070,228000
5071,185000
5072,349000
5073,289000
5074,340000
5075,860000
5076,340000
5077,310000
5078,359000
5079,160000
5080,548000
5081,420000
5082,340000
5083,195000
5084,485000
5085,475000
5086,390000
5087,730000
5088,360000
5089,500000
5090,795000
5091,495000
5092,270000
5093,490000
5094,169000
5095,799000
5096,318500
5097,310000
5098,205000
5099,280000
5100,505000
5101,600000
5102,360000
5103,170000
5104,275000
5105,490000
5106,595000
5107,289000
5108,793000
5109,1800000
5110,550000
5111,295000
5112,980000
5113,445000
5114,218000
5115,345000
5116,525000
5117,615000
5118,1090000
5119,260000
5120,598000
5121,449000
5122,652000
5123,550000
5124,1090000
5125,380000
5126,310000
5127,565000
5128,404000
5129,530000
5130,349000
5131,235000
5132,189000
5133,525000
5134,570000
5135,470000
5136,279000
5137,238000
5138,369000
5139,230000
5140,560000
5141,829000
5142,2100000
5143,239000
5144,219000
5145,799000
5146,320000
5147,475000
5148,315000
5149,416000
5150,1350000
5151,1300000
5152,490000
5153,527000
5154,545000
5155,278000
5156,499000
5157,2300000
5158,2000000
5159,860000
5160,1290000
5161,415000
5162,305000
5163,199000
5164,292000
5165,865000
5166,205000
5167,320000
5168,980000
5169,385000
5170,185000
5171,390000
5172,309000
5173,350000
5174,249000
5175,375000
5176,760000
5177,801000
5178,750000
5179,620000
5180,475000
5181,435000
5182,160000
5183,130000
5184,262000
5185,100000
5186,299000
5187,284000
5188,189000
5189,950000
5190,470000
5191,399000
5192,159000
5193,675000
5194,521000
5195,179000
5196,340000
5197,370000
5198,470000
5199,840000
5200,319000
5201,248000
5202,370000
5203,588000
5204,888000
5205,2250000
5206,1350000
5207,465000
5208,310000
5209,251000
5210,379000
5211,225000
5212,220000
5213,320000
5214,540000
5215,402000
5216,1071000
5217,890000
5218,350000
5219,260000
5220,1150000
5221,379000
5222,939000
5223,159000
5224,445000
5225,260000
5226,259000
5227,445000
5228,405000
5229,1100000
5230,310000
5231,188000
5232,319000
5233,310000
5234,769000
5235,1255000
5236,1600000
5237,450000
5238,949000
5239,650000
5240,150000
5241,652000
5242,110000
5243,195000
5244,690000
5245,691750
5246,1230000
5247,297000
5248,149000
5249,299000
5250,172000
5251,329000
5252,279000
5253,615000
5254,415000
5255,680000
5256,1840000
5257,459000
5258,492000
5259,510000
5260,268900
5261,692000
5262,210000
5263,289000
5264,65000
5265,250000
5266,645000
5267,194000
5268,220000
5269,625000
5270,235000
5271,418000
5272,419000
5273,800000
5274,255000
5275,435000
5276,1990000
5277,190000
5278,385000
5279,890000
5280,874000
5281,2050000
5282,230000
5283,159000
5284,485000
5285,360000
5286,221000
5287,295000
5288,199000
5289,260000
5290,430000
5291,145000
5292,419000
5293,660000
5294,870000
5295,1900000
5296,550000
5297,298000
5298,265000
5299,180000
5300,795000
5301,1800000
5302,650000
5303,490000
5304,227000
5305,470000
5306,190000
5307,290000
5308,489000
5309,587284
5310,274000
5311,390000
5312,595000
5313,299000
5314,440000
5315,507000
5316,690000
5317,369000
5318,850000
5319,250000
5320,100000
5321,432000
5322,1350000
5323,700000
5324,1107000
5325,379000
5326,457000
5327,1490000
5328,689000
5329,120000
5330,410000
5331,780000
5332,670000
5333,650000
5334,298000
5335,645000
5336,444000
5337,780000
5338,850000
5339,435000
5340,265000
5341,440000
5342,270000
5343,280000
5344,270000
5345,750000
5346,1250000
5347,310000
5348,340000
5349,450000
5350,647700
5351,315000
5352,139000
5353,320000
5354,195000
5355,344000
5356,130000
5357,397000
5358,480000
5359,355000
5360,635000
5361,548000
5362,585000
5363,1330000
5364,1900000
5365,2300000
5366,990000
5367,799000
5368,550000
5369,486000
5370,609000
5371,570000
5372,620000
5373,225000
5374,160000
5375,239000
5376,880000
5377,950000
5378,1030000
5379,435000
5380,531000
5381,205000
5382,253500
5383,490000
5384,490000
5385,265000
5386,500000
5387,199000
5388,295000
5389,162000
5390,342000
5391,195000
5392,235000
5393,1690000
5394,475000
5395,780000
5396,825000
5397,199000
5398,1350000
5399,345000
5400,198000
5401,424000
5402,650000
5403,220000
5404,270000
5405,890000
5406,739000
5407,119000
5408,140000
5409,450000
5410,358000
5411,790000
5412,467000
5413,713000
5414,450000
5415,540000
5416,240000
5417,400000
5418,580000
5419,410000
5420,1055000
5421,319000
5422,211000
5423,250000
5424,450000
5425,415000
5426,795000
5427,410000
5428,235000
5429,428000
5430,257000
5431,129000
5432,259000
5433,280000
5434,450000
5435,950000
5436,430000
5437,325000
5438,730000
5439,520000
5440,670000
5441,495000
5442,145000
5443,320000
5444,1890000
5445,1100000
5446,1590000
5447,482800
5448,525000
5449,990000
5450,589900
5451,1190000
5452,473000
5453,410100
5454,450000
5455,270000
5456,550000
5457,398000
5458,599000
5459,235000
5460,645000
5461,1370000
5462,558000
5463,610000
5464,710000
5465,1230000
5466,335000
5467,490000
5468,842000
5469,385000
5470,395000
5471,139000
5472,750000
5473,798000
5474,208000
5475,259000
5476,890000
5477,290000
5478,360000
5479,1600000
5480,367000
5481,310000
5482,220000
5483,720000
5484,315000
5485,445000
5486,320000
5487,1150000
5488,1090000
5489,570000
5490,695000
5491,530000
5492,990000
5493,1350000
5494,265000
5495,245000
5496,230000
5497,732000
5498,250000
5499,199000
5500,515000
5501,495000
5502,190000
5503,1495000
5504,637000
5505,320000
5506,197000
5507,1290000
5508,510000
5509,680000
5510,226000
5511,375000
5512,390000
5513,1580000
5514,495000
5515,700000
5516,140000
5517,2200000
5518,295000
5519,168000
5520,660000
5521,750000
5522,288000
5523,460000
5524,910000
5525,370000
5526,310000
5527,339000
5528,285000
5529,570000
5530,215000
5531,238000
5532,280000
5533,1100000
5534,338000
5535,625000
5536,690000
5537,790000
5538,499000
5539,1380000
5540,549000
5541,220000
5542,405000
5543,890000
5544,790000
5545,199000
5546,750000
5547,1230000
5548,420000
5549,449000
5550,870000
5551,580000
5552,318000
5553,540000
5554,1360000
5555,599000
5556,170000
5557,370000
5558,288000
5559,324000
5560,320000
5561,415000
5562,1025000
5563,270000
5564,249000
5565,280000
5566,270000
5567,660000
5568,225000
5569,395000
5570,450000
5571,520000
5572,273600
5573,575000
5574,220000
5575,1120000
5576,389000
5577,407000
5578,209000
5579,329000
5580,249000
5581,279000
5582,260000
5583,450000
5584,900000
5585,259000
5586,290000
5587,399000
5588,559000
5589,320000
5590,1120000
5591,870000
5592,600000
5593,259000
5594,210000
5595,249000
5596,248000
5597,1050000
5598,328000
5599,319000
5600,250000
5601,730000
5602,370000
5603,270000
5604,670000
5605,350000
5606,499000
5607,450000
5608,461000
5609,778900
5610,418900
5611,690000
5612,820000
5613,370000
5614,285000
5615,139000
5616,255000
5617,435000
5618,339000
5619,249000
5620,370000
5621,370000
5622,840000
5623,285000
5624,200000
5625,295000
5626,290000
5627,398000
5628,279000
5629,900000
5630,299000
5631,980000
5632,220000
5633,910000
5634,600000
5635,310000
5636,895000
5637,240000
5638,599000
5639,369000
5640,1150000
5641,285000
5642,750000
5643,638000
5644,215000
5645,255000
5646,221000
5647,470000
5648,419000
5649,232000
5650,1070000
5651,370000
5652,298000
5653,1050000
5654,270000
5655,745000
5656,1450000
5657,265000
5658,439000
5659,167000
5660,495000
5661,850000
5662,800000
5663,225000
5664,300000
5665,385000
5666,221000
5667,359000
5668,295000
5669,380000
5670,1040000
5671,210000
5672,680000
5673,469000
5674,590000
5675,235000
5676,270000
5677,690000
5678,599000
5679,395000
5680,299000
5681,339000
5682,390000
5683,595000
5684,498000
5685,430000
5686,240000
5687,242000
5688,422000
5689,723000
5690,750000
5691,1150000
5692,850000
5693,325000
5694,630000
5695,299000
5696,245000
5697,550000
5698,299000
5699,330000
5700,980300
5701,375000
5702,590000
5703,619000
5704,1270000
5705,339000
5706,520000
5707,295000
5708,378000
5709,260000
5710,360000
5711,2800000
5712,449000
5713,610000
5714,650000
5715,465000
5716,200000
5717,410000
5718,1830000
5719,339000
5720,430000
5721,189000
5722,1200000
5723,946300
5724,279000
5725,329000
5726,148000
5727,659000
5728,259000
5729,220000
5730,420000
5731,250000
5732,270000
5733,350000
5734,450000
5735,1350000
5736,745000
5737,787000
5738,210000
5739,229000
5740,260000
5741,245000
5742,1525000
5743,215000
5744,2290000
5745,872000
5746,1270000
5747,388000
5748,390000
5749,1150000
5750,375000
5751,405000
5752,560000
5753,450000
5754,719000
5755,570000
5756,860000
5757,1080000
5758,385000
5759,465000
5760,395000
5761,224000
5762,595000
5763,290000
5764,160000
5765,195000
5766,346800
5767,420000
5768,1080000
5769,780000
5770,345000
5771,249000
5772,385000
5773,358000
5774,297500
5775,399000
5776,2950000
5777,1350000
5778,527000
5779,398740
5780,99000
5781,155000
5782,330000
5783,940000
5784,495000
5785,295000
5786,339000
5787,1490000
5788,650000
5789,1500000
5790,620000
5791,950000
5792,405000
5793,280000
5794,215000
5795,110000
5796,220000
5797,499000
5798,230000
5799,219000
5800,229000
5801,450000
5802,595000
5803,1070000
5804,550000
5805,190000
5806,380000
5807,285000
5808,175000
5809,450000
5810,526000
5811,279000
5812,2200000
5813,199000
5814,795000
5815,1432000
5816,620000
5817,340000
5818,176800
5819,290000
5820,300000
5821,879000
5822,240000
5823,370000
5824,395000
5825,220000
5826,327000
5827,2216000
5828,200000
5829,914000
5830,170000
5831,790000
5832,915000
5833,560000
5834,986000
5835,469000
5836,890000
5837,530000
5838,688000
5839,495000
5840,445000
5841,365000
5842,360000
5843,1025000
5844,395000
5845,250000
5846,850000
5847,370000
5848,455000
5849,1520000
5850,370000
5851,319000
5852,745000
5853,2200000
5854,890000
5855,700000
5856,1300000
5857,890000
5858,275000
5859,1599000
5860,299000
5861,568000
5862,650000
5863,395000
5864,117000
5865,767900
5866,950000
5867,1100000
5868,1050000
5869,685000
5870,550000
5871,350000
5872,215000
5873,1200000
5874,450000
5875,149000
5876,1270000
5877,500000
5878,155000
5879,245000
5880,399000
5881,770000
5882,220000
5883,195000
5884,350000
5885,375000
5886,255000
5887,340000
5888,345000
5889,290000
5890,265000
5891,720000
5892,180000
5893,1595000
5894,1250000
5895,480000
5896,1385000
5897,780000
5898,375000
5899,240000
5900,610000
5901,480000
5902,385000
5903,509000
5904,620000
5905,299000
5906,112000
5907,368000
5908,435000
5909,1780000
5910,1250000
5911,425000
5912,1945000
5913,370000
5914,1000000
5915,275000
5916,865000
5917,795000
5918,199000
5919,1650000
5920,685000
5921,189000
5922,280000
5923,295000
5924,385000
5925,275000
5926,236000
5927,574000
5928,228000
5929,420000
5930,405000
5931,498000
5932,1050000
5933,285000
5934,677000
5935,1190000
5936,340000
5937,890000
5938,385000
5939,299000
5940,1730000
5941,290000
5942,330000
5943,750000
5944,1680000
5945,750000
5946,700000
5947,650000
5948,580000
5949,525000
5950,350000
5951,749000
5952,290000
5953,500000
5954,248000
5955,830000
5956,1370000
5957,219000
5958,295000
5959,320000
5960,315000
5961,1430000
5962,110000
5963,220000
5964,320000
5965,1800000
5966,298000
5967,610000
5968,320000
5969,490000
5970,219000
5971,330000
5972,350000
5973,187000
5974,330000
5975,795000
5976,350000
5977,650000
5978,470000
5979,580000
5980,585000
5981,185000
5982,1350000
5983,269000
5984,710000
5985,240000
5986,830000
5987,1390000
5988,840000
5989,359000
5990,365000
5991,260000
5992,360000
5993,98000
5994,620000
5995,559000
5996,150000
5997,169000
5998,345000
5999,280000
6000,199000
6001,525000
6002,199000
6003,330000
6004,250000
6005,310000
6006,1500000
6007,697700
6008,290000
6009,470000
6010,172000
6011,335000
6012,320000
6013,895000
6014,340000
6015,215000
6016,1040000
6017,460000
6018,730000
6019,365000
6020,1350000
6021,670000
6022,350000
6023,525000
6024,398000
6025,310000
6026,635000
6027,450000
6028,415000
6029,155000
6030,535000
6031,1300000
6032,675000
6033,185000
6034,159000
6035,453000
6036,995000
6037,851000
6038,382000
6039,699000
6040,405000
6041,399000
6042,399000
6043,279000
6044,660000
6045,411000
6046,535000
6047,375000
6048,418000
6049,775000
6050,670000
6051,500000
6052,160000
6053,380000
6054,299000
6055,289000
6056,379000
6057,210000
6058,435000
6059,589000
6060,900000
6061,620000
6062,1183000
6063,546000
6064,235000
6065,269000
6066,312000
6067,208000
6068,725000
6069,1104000
6070,580000
6071,299000
6072,249000
6073,229000
6074,1575000
6075,1245000
6076,298000
6077,720000
6078,740000
6079,310000
6080,149000
6081,1480000
6082,305000
6083,258000
6084,365000
6085,265000
6086,280000
6087,255000
6088,480700
6089,429000
6090,399000
6091,180000
6092,719000
6093,340000
6094,395000
6095,895000
6096,600000
6097,610000
6098,135000
6099,1300000
6100,179000
6101,270000
6102,185000
6103,546000
6104,600000
6105,299000
6106,645000
6107,520000
6108,425000
6109,397000
6110,1550000
6111,260000
6112,138000
6113,315000
6114,340000
6115,270000
6116,292000
6117,347000
6118,179000
6119,445000
6120,470000
6121,943500
6122,692000
6123,420000
6124,220000
6125,330000
6126,345000
6127,295000
6128,165000
6129,220000
6130,189000
6131,209000
6132,335000
6133,2178000
6134,359000
6135,352000
6136,228000
6137,499000
6138,560000
6139,270000
6140,780000
6141,260000
6142,318000
6143,285000
6144,570000
6145,905000
6146,404000
6147,525000
6148,300000
6149,525000
6150,1445000
6151,179000
6152,990000
6153,340000
6154,720000
6155,950000
6156,318000
6157,210000
6158,525000
6159,325000
6160,360000
6161,1420000
6162,198000
6163,195000
6164,324000
6165,536000
6166,266450
6167,950000
6168,259000
6169,299000
6170,810000
6171,163000
6172,495000
6173,295000
6174,320000
6175,248000
6176,289000
6177,358000
6178,450000
6179,535000
6180,398000
6181,1440000
6182,185000
6183,1320000
6184,369000
6185,269000
6186,238000
6187,198000
6188,225000
6189,300000
6190,239000
6191,1770000
6192,398000
6193,1180000
6194,245000
6195,1050000
6196,275000
6197,229000
6198,990000
6199,280000
6200,330000
6201,395000
6202,210000
6203,320000
6204,640000
6205,460000
6206,220000
6207,518000
6208,265000
6209,187000
6210,259000
6211,1237000
6212,360000
6213,280000
6214,279000
6215,360000
6216,420000
6217,840000
6218,450000
6219,499000
6220,450000
6221,570000
6222,820000
6223,360000
6224,680000
6225,175000
6226,1330000
6227,1100000
6228,310000
6229,570000
6230,245000
6231,830000
6232,385000
6233,250000
6234,170000
6235,139000
6236,290000
6237,700000
6238,410000
6239,963000
6240,195000
6241,167000
6242,1200000
6243,298100
6244,253800
6245,395000
6246,960000
6247,225000
6248,280000
6249,310000
6250,550000
6251,660000
6252,645000
6253,340000
6254,990000
6255,339000
6256,521000
6257,335000
6258,395000
6259,285000
6260,345000
6261,335000
6262,319000
6263,370000
6264,683000
6265,265000
6266,219000
6267,990000
6268,375000
6269,693000
6270,199000
6271,530000
6272,690000
6273,420000
6274,344000
6275,512000
6276,450000
6277,395000
6278,295000
6279,820000
6280,205000
6281,895000
6282,1050000
6283,623000
6284,431000
6285,310000
6286,255000
6287,585000
6288,2600000
6289,478000
6290,770000
6291,850000
6292,929000
6293,239000
6294,498000
6295,310000
6296,355000
6297,227000
6298,850000
6299,1690000
6300,428000
6301,545000
6302,439000
6303,259000
6304,1350000
6305,225000
6306,590000
6307,880000
6308,755000
6309,350000
6310,561000
6311,598000
6312,525000
6313,343000
6314,298000
6315,565000
6316,620000
6317,315000
6318,580000
6319,678000
6320,290000
6321,1380000
6322,750000
6323,350000
6324,135000
6325,798000
6326,450000
6327,395000
6328,840000
6329,776000
6330,299000
6331,1100000
6332,530000
6333,269000
6334,1150000
6335,399000
6336,545000
6337,369000
6338,135000
6339,1190000
6340,310000
6341,360000
6342,305000
6343,830000
6344,377000
6345,650000
6346,450000
6347,420000
6348,280000
6349,510000
6350,890000
6351,1500000
6352,229000
6353,245000
6354,639000
6355,900000
6356,500000
6357,880000
6358,225000
6359,535000
6360,930000
6361,920000
6362,469000
6363,159000
6364,490000
6365,275000
6366,595000
6367,275000
6368,669000
6369,179000
6370,885000
6371,525000
6372,215000
6373,390000
6374,1220000
6375,957000
6376,310000
6377,780000
6378,695000
6379,795000
6380,272000
6381,199000
6382,796000
6383,430000
6384,350000
6385,329000
6386,545000
6387,779000
6388,145000
6389,399000
6390,350000
6391,2500000
6392,920000
6393,350000
6394,245000
6395,249000
6396,960000
6397,245000
6398,1545000
6399,157000
6400,590000
6401,268000
6402,690000
6403,149000
6404,250000
6405,1290000
6406,198000
6407,715000
6408,609000
6409,259000
6410,565000
6411,1750000
6412,830000
6413,129900
6414,980000
6415,132000
6416,749000
6417,615000
6418,497000
6419,130000
6420,1950000
6421,530000
6422,1100000
6423,525500
6424,265000
6425,360000
6426,425000
6427,1980000
6428,198000
6429,280000
6430,230000
6431,1900000
6432,271000
6433,1120000
6434,305000
6435,270000
6436,550000
6437,198000
6438,325000
6439,480000
6440,230000
6441,310000
6442,790000
6443,200000
6444,239000
6445,1550000
6446,220000
6447,576000
6448,290000
6449,676000
6450,450000
6451,450000
6452,2900000
6453,358000
6454,850000
6455,1410000
6456,335000
6457,1337000
6458,990000
6459,230000
6460,299000
6461,990000
6462,1220000
6463,540000
6464,318000
6465,300000
6466,650000
6467,938000
6468,100000
6469,207000
6470,1050000
6471,77000
6472,310000
6473,298000
6474,295000
6475,490000
6476,490000
6477,2300000
6478,440000
6479,248000
6480,2300000
6481,590000
6482,249000
6483,310000
6484,179000
6485,195000
6486,535000
6487,1100000
6488,297000
6489,907000
6490,245000
6491,450000
6492,270000
6493,675000
6494,375000
6495,985000
6496,723000
6497,295000
6498,199000
6499,690000
6500,360000
6501,800000
6502,950000
6503,563000
6504,370000
6505,319000
6506,425000
6507,730000
6508,320000
6509,258400
6510,295000
6511,522000
6512,595000
6513,215000
6514,298000
6515,850000
6516,295000
6517,360000
6518,370000
6519,415000
6520,395000
6521,476000
6522,379000
6523,419000
6524,269000
6525,339000
6526,439000
6527,198000
6528,2200000
6529,1177000
6530,290000
6531,260000
6532,645000
6533,730000
6534,531000
6535,155000
6536,180000
6537,1950000
6538,630000
6539,320000
6540,850000
6541,155000
6542,600000
6543,710000
6544,345000
6545,379000
6546,615000
6547,348000
6548,129000
6549,378000
6550,165000
6551,940000
6552,660000
6553,350000
6554,220000
6555,965000
6556,445000
6557,410000
6558,200000
6559,240000
6560,250000
6561,699000
6562,420000
6563,772000
6564,305000
6565,250000
6566,198000
6567,369000
6568,1750000
6569,448000
6570,178000
6571,289000
6572,495000
6573,160000
6574,565000
6575,348000
6576,299000
6577,470000
6578,289000
6579,930000
6580,620000
6581,195000
6582,471000
6583,621000
6584,315000
6585,530000
6586,185000
6587,503000
6588,175000
6589,219000
6590,185000
6591,839000
6592,620000
6593,209000
6594,315000
6595,895000
6596,275000
6597,345000
6598,175000
6599,150000
6600,527000
6601,159000
6602,270000
6603,1050000
6604,700000
6605,240000
6606,395000
6607,498000
6608,949000
6609,780000
6610,429000
6611,470000
6612,740000
6613,430000
6614,1500000
6615,249000
6616,310000
6617,620000
6618,619000
6619,270000
6620,695000
6621,474000
6622,250000
6623,1100000
6624,535000
6625,483000
6626,398000
6627,448000
6628,1590000
6629,640000
6630,325000
6631,350000
6632,350000
6633,239000
6634,595000
6635,690000
6636,245000
6637,1062000
6638,422000
6639,359000
6640,1865000
6641,185000
6642,530000
6643,475000
6644,298000
6645,1090000
6646,299000
6647,301000
6648,315000
6649,589000
6650,330000
6651,80000
6652,420000
6653,395000
6654,260000
6655,585000
6656,400000
6657,778000
6658,140000
6659,469000
6660,210000
6661,279000
6662,676000
6663,790000
6664,960000
6665,275000
6666,180000
6667,1700000
6668,395000
6669,120000
6670,420000
6671,495000
6672,727000
6673,2890000
6674,475000
6675,242000
6676,438888
6677,365000
6678,1989000
6679,240000
6680,378000
6681,531000
6682,232000
6683,421000
6684,350000
6685,280000
6686,225000
6687,460000
6688,249000
6689,450000
6690,390000
6691,185000
6692,270000
6693,85000
6694,185000
6695,250000
6696,123000
6697,170000
6698,150000
6699,275000
6700,300000
6701,891000
6702,380000
6703,890000
6704,650000
6705,720000
6706,445200
6707,359000
6708,772000
6709,359000
6710,195000
6711,199000
6712,870000
6713,198000
6714,285000
6715,625000
6716,295000
6717,145000
6718,1090000
6719,375000
6720,235000
6721,115000
6722,175000
6723,1590000
6724,1479000
6725,1500000
6726,635000
6727,375000
6728,1360000
6729,1070000
6730,339000
6731,345000
6732,325000
6733,480000
6734,740000
6735,205000
6736,348000
6737,399000
6738,145000
6739,1176000
6740,685000
6741,245000
6742,690000
6743,1160000
6744,645000
6745,380000
6746,365000
6747,389000
6748,2300000
6749,480000
6750,365000
6751,220000
6752,620000
6753,1300000
6754,340000
6755,138000
6756,215000
6757,1050000
6758,1050000
6759,485000
6760,425000
6761,228000
6762,278000
6763,205000
6764,620000
6765,498000
6766,198000
6767,379000
6768,100000
6769,660000
6770,581000
6771,736000
6772,385000
6773,590000
6774,690000
6775,355000
6776,548000
6777,715000
6778,640000
6779,1080000
6780,250000
6781,220000
6782,560000
6783,260000
6784,329000
6785,1070000
6786,385000
6787,382000
6788,405000
6789,210000
6790,595000
6791,981000
6792,320000
6793,428000
6794,255000
6795,480000
6796,330000
6797,179000
6798,1450000
6799,269000
6800,218000
6801,398000
6802,780000
6803,199000
6804,550000
6805,395000
6806,420000
6807,253000
6808,495000
6809,450000
6810,285000
6811,620000
6812,598000
6813,430000
6814,297000
6815,692000
6816,443000
6817,450000
6818,320000
6819,270000
6820,140000
6821,705000
6822,710000
6823,440000
6824,325000
6825,419000
6826,500000
6827,215000
6828,1840000
6829,585000
6830,295000
6831,545000
6832,199000
6833,370000
6834,670000
6835,145000
6836,445000
6837,798000
6838,253500
6839,265000
6840,200000
6841,399000
6842,360000
6843,340000
6844,450000
6845,150000
6846,320000
6847,298000
6848,310000
6849,415000
6850,410000
6851,168000
6852,389000
6853,549000
6854,790000
6855,479000
6856,340000
6857,545000
6858,169000
6859,836000
6860,575000
6861,75000
6862,210000
6863,201900
6864,360000
6865,830000
6866,320000
6867,724000
6868,330000
6869,690000
6870,299000
6871,134000
6872,299000
6873,500000
6874,1350000
6875,920000
6876,721000
6877,325000
6878,150000
6879,743000
6880,1050000
6881,420000
6882,168000
6883,255000
6884,848000
6885,265000
6886,525000
6887,380000
6888,195000
6889,395000
6890,485000
6891,790000
6892,330000
6893,650000
6894,510000
6895,780000
6896,345000
6897,219000
6898,379000
6899,310000
6900,750000
6901,435000
6902,650000
6903,396000
6904,1200000
6905,630000
6906,607000
6907,1300000
6908,273000
6909,305000
6910,425000
6911,409000
6912,379000
6913,400000
6914,159000
6915,375000
6916,499000
6917,420000
6918,926000
6919,250000
6920,399000
6921,595000
6922,2350000
6923,290000
6924,140000
6925,338000
6926,647000
6927,555000
6928,937000
6929,335000
6930,400000
6931,280000
6932,350000
6933,345000
6934,990000
6935,149000
6936,210000
6937,390000
6938,615000
6939,1090000
6940,240000
6941,650000
6942,250000
6943,430000
6944,195000
6945,410000
6946,388000
6947,539000
6948,1290000
6949,720000
6950,465000
6951,512000
6952,390000
6953,380000
6954,690000
6955,408000
6956,375000
6957,235000
6958,325000
6959,220000
6960,217000
6961,1450000
6962,279000
6963,390000
6964,175000
6965,595000
6966,780000
6967,205000
6968,249000
6969,1850000
6970,370000
6971,595000
6972,365000
6973,530000
6974,472000
6975,179000
6976,460000
6977,975000
6978,317000
6979,269000
6980,570000
6981,890000
6982,465000
6983,383000
6984,489000
6985,268000
6986,150000
6987,695000
6988,240000
6989,427000
6990,698000
6991,259000
6992,415000
6993,695000
6994,390000
6995,285000
6996,518000
6997,180000
6998,355000
6999,564134
7000,930000
7001,359000
7002,350000
7003,273000
7004,335000
7005,395000
7006,189000
7007,595000
7008,1205000
7009,200000
7010,565000
7011,375000
7012,269000
7013,310000
7014,790000
7015,1243000
7016,890000
7017,2590000
7018,280000
7019,444000
7020,445000
7021,220000
7022,300000
7023,778000
7024,800000
7025,349000
7026,360000
7027,250000
7028,430000
7029,495000
7030,345000
7031,480000
7032,300000
7033,259000
