,y
2451,480000
2452,890000
2453,390000
2454,798000
2455,169000
2456,1100000
2457,750000
2458,279000
2459,165000
2460,855000
2461,345000
2462,640000
2463,650000
2464,629000
2465,396000
2466,380000
2467,1420000
2468,220000
2469,450000
2470,499000
2471,189000
2472,355000
2473,665000
2474,380000
2475,395000
2476,335000
2477,330000
2478,645000
2479,189000
2480,221000
2481,190000
2482,339000
2483,297000
2484,699000
2485,625000
2486,119000
2487,480000
2488,520000
2489,390000
2490,600000
2491,350000
2492,800000
2493,410000
2494,2500000
2495,315000
2496,840000
2497,320000
2498,469000
2499,347000
2500,1250000
2501,374000
2502,1180000
2503,640000
2504,289000
2505,499000
2506,2250000
2507,330000
2508,740000
2509,570000
2510,489000
2511,619000
2512,780000
2513,1160000
2514,180000
2515,275000
2516,285000
2517,514000
2518,315000
2519,199000
2520,400000
2521,1250000
2522,593000
2523,249000
2524,279000
2525,353000
2526,473000
2527,178000
2528,279000
2529,422000
2530,1500000
2531,429000
2532,1035000
2533,270000
2534,239000
2535,350000
2536,1240000
2537,253778
2538,370000
2539,274000
2540,450000
2541,650000
2542,560000
2543,1050000
2544,970000
2545,990000
2546,398000
2547,185000
2548,280000
2549,750000
2550,950000
2551,1216000
2552,1035000
2553,324547
2554,470000
2555,1980000
2556,1395000
2557,300000
2558,460000
2559,445000
2560,330000
2561,198000
2562,570000
2563,695000
2564,169000
2565,135000
2566,180000
2567,279000
2568,329000
2569,295000
2570,2000000
2571,228000
2572,245000
2573,695000
2574,349000
2575,760000
2576,1185000
2577,370000
2578,165000
2579,370000
2580,255000
2581,298000
2582,230000
2583,1250000
2584,128000
2585,489000
2586,320000
2587,239000
2588,2050000
2589,170000
2590,250000
2591,970000
2592,360000
2593,2900000
2594,625000
2595,397000
2596,250000
2597,531000
2598,385000
2599,525000
2600,649000
2601,240000
2602,365000
2603,340000
2604,890000
2605,215000
2606,165000
2607,890000
2608,458000
2609,275000
2610,750000
2611,335000
2612,330000
2613,660000
2614,2650000
2615,260000
2616,330000
2617,1080000
2618,690000
2619,239000
2620,720000
2621,490000
2622,305000
2623,75000
2624,220000
2625,550000
2626,620000
2627,660000
2628,209000
2629,398000
2630,175000
2631,299000
2632,360000
2633,520000
2634,640000
2635,164000
2636,134000
2637,1183000
2638,730000
2639,540000
2640,285000
2641,289500
2642,425000
2643,720000
2644,318000
2645,218000
2646,330000
2647,320000
2648,423000
2649,320000
2650,1180000
2651,335000
2652,479000
2653,523000
2654,195000
2655,199500
2656,125000
2657,890000
2658,1150000
2659,279000
2660,1045000
2661,995000
2662,154000
2663,260000
2664,299000
2665,285000
2666,553000
2667,259000
2668,350000
2669,439000
2670,100000
2671,1390000
2672,399000
2673,495000
2674,360000
2675,137000
2676,880000
2677,398000
2678,500000
2679,648000
2680,450000
2681,305000
2682,305000
2683,298000
2684,399000
2685,480000
2686,695000
2687,155000
2688,220000
2689,1167000
2690,298000
2691,540000
2692,305000
2693,475000
2694,479600
2695,345000
2696,525000
2697,100000
2698,450000
2699,390000
2700,1050000
2701,1100000
2702,260000
2703,280000
2704,350000
2705,165000
2706,695000
2707,730000
2708,445000
2709,315000
2710,650000
2711,1220000
2712,185000
2713,999000
2714,490000
2715,510000
2716,259000
2717,570000
2718,1290000
2719,159000
2720,310000
2721,1890000
2722,445000
2723,1140000
2724,370000
2725,630000
2726,315000
2727,498000
2728,215000
2729,670000
2730,333000
2731,378000
2732,330000
2733,370000
2734,510000
2735,395000
2736,198000
2737,850000
2738,750000
2739,209000
2740,280000
2741,1380000
2742,230000
2743,550000
2744,349000
2745,249000
2746,720000
2747,150000
2748,378000
2749,299000
2750,197000
2751,369750
2752,450000
2753,415000
2754,1150000
2755,1800000
2756,400000
2757,830000
2758,179000
2759,159000
2760,530000
2761,920000
2762,650000
2763,350000
2764,420000
2765,290000
2766,345000
2767,895000
2768,480000
2769,510000
2770,280000
2771,270000
2772,268000
2773,319000
2774,175000
2775,2100000
2776,499000
2777,250000
2778,356813
2779,750000
2780,720000
2781,430000
2782,690000
2783,829000
2784,536000
2785,737000
2786,399000
2787,1260000
2788,1250000
2789,260000
2790,335000
2791,520000
2792,248000
2793,1200000
2794,390000
2795,350000
2796,265000
2797,1255000
2798,850000
2799,2500000
2800,339000
2801,350000
2802,315000
2803,459000
2804,350000
2805,280000
2806,539000
2807,249000
2808,235000
2809,450000
2810,998000
2811,895000
2812,690000
2813,679000
2814,285000
2815,1000000
2816,795000
2817,260000
2818,249000
2819,320000
2820,199000
2821,615000
2822,315000
2823,260000
2824,329000
2825,890000
2826,499000
2827,325000
2828,185000
2829,345000
2830,498000
2831,460000
2832,1180000
2833,572000
2834,459000
2835,150000
2836,380000
2837,300000
2838,1100000
2839,690000
2840,155000
2841,1014300
2842,465000
2843,319000
2844,335000
2845,590000
2846,750000
2847,493000
2848,235000
2849,298000
2850,470000
2851,379000
2852,1352000
2853,430000
2854,1090000
2855,1420000
2856,175000
2857,480000
2858,400000
2859,530000
2860,1050000
2861,830000
2862,600000
2863,375000
2864,890000
2865,220000
2866,230000
2867,380000
2868,150000
2869,2130000
2870,475000
2871,350000
2872,980000
2873,960000
2874,1100000
2875,312000
2876,980000
2877,850000
2878,280000
2879,292000
2880,288000
2881,215000
2882,259000
2883,675000
2884,425000
2885,950000
2886,550000
2887,1140000
2888,345000
2889,590000
2890,215000
2891,1450000
2892,135000
2893,255000
2894,225000
2895,395000
2896,757000
2897,254000
2898,1168000
2899,320000
2900,240000
2901,730000
2902,185000
2903,205000
2904,230000
2905,1370000
2906,1660000
2907,1950000
2908,661000
2909,240000
2910,285000
2911,530000
2912,680000
2913,319000
2914,260000
2915,685000
2916,350000
2917,159000
2918,149000
2919,410000
2920,950000
2921,270000
2922,992000
2923,925000
2924,540000
2925,145000
2926,315000
2927,415000
2928,370000
2929,1131000
2930,115000
2931,890000
2932,429000
2933,209000
2934,289000
2935,350000
2936,335000
2937,599000
2938,386000
2939,219000
2940,225000
2941,348000
2942,650000
2943,606000
2944,430000
2945,470000
2946,1076000
2947,335000
2948,437000
2949,600000
2950,220000
2951,350000
2952,405000
2953,792000
2954,1550000
2955,763000
2956,490000
2957,360000
2958,459000
2959,365000
2960,765000
2961,350000
2962,960000
2963,150000
2964,296000
2965,1950000
2966,288000
2967,1090000
2968,360000
2969,1190000
2970,983000
2971,740000
2972,550000
2973,595000
2974,474000
2975,239000
2976,525000
2977,460000
2978,285000
2979,758000
2980,410200
2981,269000
2982,299000
2983,335000
2984,379000
2985,195000
2986,155000
2987,289000
2988,600000
2989,160000
2990,345000
2991,235000
2992,1600000
2993,579000
2994,800000
2995,510000
2996,810000
2997,485000
2998,318000
2999,980000
3000,485000
3001,780000
3002,950000
3003,750000
3004,849000
3005,1095000
3006,1600000
3007,669800
3008,300000
3009,255000
3010,240000
3011,450000
3012,1900000
3013,495000
3014,730000
3015,170000
3016,235000
3017,996000
3018,774000
3019,249000
3020,750000
3021,638000
3022,385000
3023,2600000
3024,530000
3025,785000
3026,155000
3027,369000
3028,550000
3029,595000
3030,248000
3031,640000
3032,399000
3033,800000
3034,229000
3035,395000
3036,480000
3037,315000
3038,1250000
3039,212000
3040,375000
3041,388000
3042,250000
3043,255000
3044,670000
3045,647000
3046,275000
3047,260000
3048,375000
3049,330000
3050,509000
3051,246400
3052,225000
3053,2600000
3054,250000
3055,499000
3056,275000
3057,550000
3058,410000
3059,690000
3060,235000
3061,200000
3062,180000
3063,440000
3064,190000
3065,265000
3066,230000
3067,469000
3068,798000
3069,255000
3070,145000
3071,525000
3072,495000
3073,369000
3074,208000
3075,535000
3076,349000
3077,898000
3078,200000
3079,365000
3080,488000
3081,599000
3082,570000
3083,299000
3084,350000
3085,1600000
3086,199000
3087,1390000
3088,299000
3089,1240000
3090,225000
3091,980000
3092,340000
3093,469000
3094,330000
3095,439000
3096,218000
3097,335000
3098,340000
3099,296000
3100,180000
3101,1700000
3102,1180000
3103,409000
3104,449400
3105,209000
3106,280000
3107,410000
3108,430000
3109,588000
3110,498000
3111,360000
3112,342000
3113,235000
3114,220000
3115,1090000
3116,890000
3117,520000
3118,530000
3119,369000
3120,480000
3121,350000
3122,330000
3123,199000
3124,589000
3125,785000
3126,534000
3127,320000
3128,349000
3129,1500000
3130,549000
3131,652000
3132,980000
3133,1120000
3134,220000
3135,470000
3136,219000
3137,260000
3138,594000
3139,225000
3140,320000
3141,945000
3142,750000
3143,290000
3144,800000
3145,329000
3146,418000
3147,419000
3148,175000
3149,330000
3150,140000
3151,520000
3152,235000
3153,495000
3154,280000
3155,1972000
3156,1050000
3157,730000
3158,1033000
3159,589000
3160,215000
3161,499000
3162,369000
3163,335000
3164,425000
3165,572000
3166,805000
3167,540000
3168,790000
3169,365000
3170,190000
3171,409000
3172,2700000
3173,365000
3174,330000
3175,2150000
3176,200000
3177,1990000
3178,180000
3179,475000
3180,659000
3181,395000
3182,1700000
3183,790000
3184,393000
3185,475000
3186,229000
3187,645000
3188,219000
3189,360000
3190,450000
3191,305000
3192,175000
3193,393000
3194,569000
3195,255000
3196,375000
3197,580000
3198,580000
3199,1039500
3200,650000
3201,520000
3202,1500000
3203,330000
3204,289000
3205,540000
3206,250000
3207,265000
3208,1000000
3209,185000
3210,529000
3211,270000
3212,374000
3213,325000
3214,320000
3215,310000
3216,295000
3217,395000
3218,290000
3219,540000
3220,490000
3221,97000
3222,250000
3223,550000
3224,530000
3225,549000
3226,320000
3227,699000
3228,174000
3229,500000
3230,169000
3231,700000
3232,705000
3233,215000
3234,280000
3235,339000
3236,295000
3237,240000
3238,920000
3239,499000
3240,330000
3241,375000
3242,390000
3243,279000
3244,419000
3245,320000
3246,398000
3247,345000
3248,490000
3249,740000
3250,455000
3251,360000
3252,1100000
3253,295000
3254,1950000
3255,770000
3256,645000
3257,199000
3258,215000
3259,780000
3260,675000
3261,260000
3262,650000
3263,550000
3264,1730000
3265,2583000
3266,240000
3267,312000
3268,300000
3269,310000
3270,840000
3271,255000
3272,860000
3273,370000
3274,1675000
3275,690000
3276,300000
3277,539000
3278,680000
3279,990000
3280,450000
3281,230000
3282,870000
3283,330000
3284,1120000
3285,237000
3286,175000
3287,649000
3288,289000
3289,250000
3290,905000
3291,395000
3292,420000
3293,498000
3294,168000
3295,950000
3296,525000
3297,1690000
3298,740000
3299,698000
3300,1089000
3301,549000
3302,395000
3303,330000
3304,395000
3305,1190000
3306,436000
3307,529000
3308,428000
3309,480000
3310,498000
3311,159000
3312,1220000
3313,800000
3314,1190000
3315,335000
3316,650000
3317,295000
3318,335000
3319,780000
3320,225000
3321,549000
3322,399000
3323,298000
3324,615000
3325,177000
3326,489000
3327,260000
3328,290000
3329,419000
3330,420000
3331,150000
3332,380000
3333,330000
3334,255000
3335,2550000
3336,279000
3337,230000
3338,240000
3339,325000
3340,230000
3341,370000
3342,255000
3343,256000
3344,345000
3345,155000
3346,178000
3347,320000
3348,594000
3349,670000
3350,590000
3351,440000
3352,450000
3353,234000
3354,298000
3355,875500
3356,353000
3357,520000
3358,219000
3359,349000
3360,138000
3361,329000
3362,828000
3363,210000
3364,396000
3365,340000
3366,890000
3367,249000
3368,1470000
3369,149000
3370,298000
3371,497000
3372,365000
3373,190000
3374,199000
3375,549000
3376,435000
3377,800000
3378,400000
3379,208000
3380,1250000
3381,175000
3382,369000
3383,790000
3384,320000
3385,370000
3386,390000
3387,180000
3388,390000
3389,299000
3390,414000
3391,470000
3392,680000
3393,1500000
3394,299000
3395,450000
3396,660000
3397,572000
3398,350000
3399,310000
3400,540000
3401,255000
3402,550000
3403,348000
3404,695000
3405,189000
3406,205000
3407,409000
3408,410000
3409,486000
3410,133000
3411,325000
3412,99000
3413,890000
3414,2980000
3415,370000
3416,215000
3417,345000
3418,435000
3419,275000
3420,208000
3421,499000
3422,1100000
3423,1545000
3424,335000
3425,590000
3426,639000
3427,260000
3428,1040000
3429,200000
3430,1330000
3431,150000
3432,199000
3433,390000
3434,268000
3435,800000
3436,228000
3437,890800
3438,300000
3439,400000
3440,245000
3441,495000
3442,420000
3443,1120000
3444,270000
3445,360000
3446,250000
3447,219000
3448,219000
3449,139000
3450,249000
3451,145000
3452,315000
3453,228000
3454,299000
3455,295000
3456,1700000
3457,590000
3458,435000
3459,560000
3460,750000
3461,580000
3462,1400000
3463,410000
3464,447000
3465,535000
3466,536000
3467,619000
3468,1160000
3469,649000
3470,128000
3471,1220000
3472,210000
3473,359000
3474,150000
3475,480000
3476,1530000
3477,128000
3478,395000
3479,850000
3480,394000
3481,260000
3482,299000
3483,315000
3484,369000
3485,1250000
3486,500000
3487,155000
3488,260000
3489,780000
3490,169000
3491,163000
3492,289000
3493,399000
3494,419000
3495,749000
3496,1160000
3497,310000
3498,363000
3499,212000
3500,160000
3501,275000
3502,598000
3503,497000
3504,1220000
3505,470000
3506,325000
3507,349000
3508,519000
3509,1080000
3510,260000
3511,315000
3512,165000
3513,210000
3514,195000
3515,155000
3516,255000
3517,790000
3518,725000
3519,465000
3520,490000
3521,229000
3522,640000
3523,820000
3524,565000
3525,280000
3526,1000000
3527,160000
3528,109000
3529,314000
3530,255000
3531,270000
3532,1800000
3533,1390000
3534,615000
3535,1080000
3536,649000
3537,650000
3538,789000
3539,265000
3540,375000
3541,950000
3542,565000
3543,928000
3544,285000
3545,145000
3546,270000
3547,345000
3548,259000
3549,545000
3550,798000
3551,217000
3552,289000
3553,338000
3554,679000
3555,195000
3556,385000
3557,270000
3558,201000
3559,567000
3560,295000
3561,260000
3562,139000
3563,432000
3564,550000
3565,400000
3566,379000
3567,279000
3568,820000
3569,264600
3570,285000
3571,319000
3572,590000
3573,523000
3574,450000
3575,359000
3576,816000
3577,260000
3578,216000
3579,860000
3580,690000
3581,325000
3582,285000
3583,310000
3584,595000
3585,1485000
3586,209000
3587,280000
3588,780000
3589,1370000
3590,429000
3591,365000
3592,240000
3593,720000
3594,690000
3595,660000
3596,475000
3597,205000
3598,680000
3599,970000
3600,440000
3601,613000
3602,399000
3603,345000
3604,380000
3605,260000
3606,1220000
3607,580000
3608,849000
3609,498000
3610,840000
3611,350000
3612,335000
3613,328000
3614,338000
3615,215000
3616,157000
3617,132000
3618,315000
3619,175000
3620,530000
3621,419000
3622,315000
3623,220000
3624,740000
3625,499000
3626,275000
3627,405000
3628,315000
3629,450000
3630,480000
3631,189000
3632,410000
3633,799000
3634,335000
3635,235000
3636,310000
3637,940000
3638,380000
3639,990000
3640,335000
3641,118000
3642,438000
3643,221000
3644,275906
3645,1630000
3646,345000
3647,169000
3648,900000
3649,677000
3650,545000
3651,1585000
3652,440000
3653,685000
3654,236000
3655,175000
3656,901000
3657,125000
3658,295000
3659,236000
3660,199000
3661,157000
3662,358000
3663,265000
3664,305000
3665,297000
3666,320000
3667,174000
3668,75000
3669,590000
3670,450000
3671,259000
3672,595000
3673,269000
3674,499000
3675,560000
3676,299000
3677,510000
3678,330000
3679,950000
3680,490000
3681,110000
3682,647000
3683,695000
3684,160000
3685,379000
3686,275000
3687,349000
3688,219000
3689,1690000
3690,495000
3691,450000
3692,1350000
3693,180000
3694,690000
3695,690000
3696,290000
3697,290000
3698,245000
3699,580000
3700,449000
3701,1050000
3702,850000
3703,250000
3704,219900
3705,1150000
3706,419000
3707,890000
3708,770000
3709,495000
3710,270000
3711,390000
3712,1170000
3713,349000
3714,185000
3715,450000
3716,790000
3717,299000
3718,780000
3719,1450000
3720,580000
3721,595000
3722,425000
3723,199000
3724,245000
3725,490000
3726,580000
3727,680000
3728,400000
3729,348000
3730,219000
3731,655000
3732,284000
3733,355000
3734,450000
3735,1300000
3736,190000
3737,349000
3738,285000
3739,650000
3740,650000
3741,360000
3742,595000
3743,740000
3744,1800000
3745,565000
3746,850000
3747,365000
3748,850000
3749,1450000
3750,598500
3751,699000
3752,360000
3753,268000
3754,390000
3755,268000
3756,650000
3757,495000
3758,1330000
3759,220000
3760,448000
3761,575000
3762,165000
3763,632000
3764,247200
3765,218000
3766,810000
3767,399000
3768,170000
3769,470000
3770,1000000
3771,236000
3772,690000
3773,495000
3774,246000
3775,930000
3776,292000
3777,498000
3778,1385000
3779,189000
3780,595000
3781,350000
3782,2233000
3783,512000
3784,399000
3785,285000
3786,309000
3787,467000
3788,435000
3789,950000
3790,168300
3791,910000
3792,225000
3793,270000
3794,279000
3795,410000
3796,389000
3797,374000
3798,690000
3799,843000
3800,168000
3801,454000
3802,500000
3803,2400000
3804,359000
3805,295000
3806,615000
3807,550000
3808,280000
3809,475000
3810,259000
3811,195000
3812,429000
3813,407000
3814,1150000
3815,439000
3816,230000
3817,480000
3818,379000
3819,720000
3820,415000
3821,620000
3822,220000
3823,215000
3824,225000
3825,695000
3826,370000
3827,250000
3828,189000
3829,480000
3830,1290000
3831,155000
3832,310000
3833,150000
3834,890000
3835,790000
3836,718000
3837,360000
3838,150000
3839,325000
3840,1260000
3841,215000
3842,389000
3843,270000
3844,298000
3845,148000
3846,399000
3847,360000
3848,288000
3849,315000
3850,375000
3851,307000
3852,1298000
3853,780000
3854,850000
3855,710000
3856,800000
3857,615000
3858,550000
3859,1350000
3860,2250000
3861,780000
3862,750000
3863,385000
3864,179000
3865,295000
3866,169000
3867,166000
3868,195000
3869,199000
3870,410000
3871,347000
3872,670000
3873,185000
3874,279000
3875,315000
3876,329000
3877,430000
3878,470000
3879,995000
3880,810000
3881,395000
3882,767000
3883,414000
3884,390000
3885,220000
3886,389000
3887,260000
3888,175000
3889,440000
3890,560000
3891,560000
3892,395000
3893,229000
3894,750000
3895,1420000
3896,2100000
3897,390000
3898,330000
3899,420000
3900,145000
3901,320000
3902,225000
3903,443000
3904,1100000
3905,330000
3906,1550000
3907,248000
3908,190000
3909,269000
3910,920000
3911,224000
3912,395000
3913,298000
3914,780000
3915,1590000
3916,210000
3917,420000
3918,347000
3919,1600000
3920,325000
3921,1400000
3922,650000
3923,275000
3924,1400000
3925,139000
3926,214000
3927,2625000
3928,2250000
3929,292000
3930,210000
3931,960000
3932,2371000
3933,195000
3934,359000
3935,380000
3936,545000
3937,1350000
3938,407200
3939,940000
3940,279000
3941,230000
3942,280000
3943,1240000
3944,135000
3945,525000
3946,160000
3947,530000
3948,690000
3949,169000
3950,220000
3951,655000
3952,500000
3953,597000
3954,1500000
3955,249000
3956,429000
3957,295000
3958,260000
3959,235000
3960,395000
3961,410000
3962,390000
3963,200000
3964,240000
3965,480000
3966,1600000
3967,1050000
3968,370000
3969,295000
3970,362000
3971,398000
3972,299000
3973,780000
3974,280000
3975,1380000
3976,520000
3977,795000
3978,385000
3979,319000
3980,585000
3981,690000
3982,620000
3983,472500
3984,340000
3985,377000
3986,550000
3987,440000
3988,620000
3989,170000
3990,170000
3991,268000
3992,2940000
3993,355000
3994,550000
3995,790000
3996,1075000
3997,370000
3998,939000
3999,320000
4000,275000
4001,1250000
4002,229000
4003,740000
4004,1450000
4005,730000
4006,1300000
4007,415000
4008,409000
4009,537000
4010,195000
4011,1080000
4012,338000
4013,670000
4014,565000
4015,2300000
4016,1635300
4017,409000
4018,356000
4019,288000
4020,428000
4021,185000
4022,240000
4023,1040000
4024,780000
4025,748000
4026,1225000
4027,1370000
4028,1100000
4029,190000
4030,570000
4031,529000
4032,790000
4033,1150000
4034,520000
4035,139000
4036,780000
4037,450000
4038,650000
4039,185000
4040,550000
4041,259000
4042,395000
4043,460000
4044,903000
4045,449000
4046,285000
4047,260000
4048,390000
4049,222000
4050,529000
4051,295000
4052,325000
4053,265000
4054,399000
4055,220000
4056,670000
4057,388575
4058,270000
4059,320000
4060,515000
4061,193000
4062,329000
4063,1495000
4064,280000
4065,235000
4066,248000
4067,305000
4068,221900
4069,159000
4070,983000
4071,185000
4072,290000
4073,1120000
4074,199000
4075,365000
4076,725000
4077,580000
4078,329000
4079,430000
4080,867000
4081,350000
4082,300000
4083,560000
4084,870000
4085,168000
4086,450000
4087,355000
4088,387000
4089,530000
4090,340000
4091,1150000
4092,705000
4093,930000
4094,249000
4095,220000
4096,949000
4097,900000
4098,248000
4099,219000
4100,350000
4101,320000
4102,439000
4103,2000000
4104,215000
4105,530000
4106,299000
4107,327000
4108,1129000
4109,199000
4110,417000
4111,229000
4112,365000
4113,1690000
4114,380000
4115,690000
4116,1090000
4117,785000
4118,330000
4119,445000
4120,169000
4121,240000
4122,480000
4123,160000
4124,2800000
4125,660000
4126,139000
4127,575000
4128,221900
4129,285000
4130,850000
4131,890000
4132,299000
4133,450000
4134,400000
4135,250000
4136,145000
4137,790000
4138,690000
4139,195000
4140,551000
4141,445000
4142,292000
4143,599000
4144,357000
4145,650000
4146,280000
4147,215000
4148,170000
4149,182500
4150,375000
4151,336000
4152,398000
4153,495000
4154,379000
4155,598000
4156,495000
4157,770000
4158,558000
4159,305000
4160,550000
4161,645000
4162,299000
4163,505000
4164,850000
4165,349000
4166,575000
4167,1100000
4168,295000
4169,250000
4170,176000
4171,330000
4172,350000
4173,659000
4174,249000
4175,275000
4176,440000
4177,850000
4178,1450000
4179,855000
4180,249000
4181,445000
4182,1100000
4183,198000
4184,228000
4185,190000
4186,299000
4187,175000
4188,420000
4189,499000
4190,1224000
4191,330000
4192,995000
4193,235000
4194,950000
4195,695000
4196,810000
4197,291000
4198,215000
4199,800000
4200,1120000
4201,390000
4202,310000
4203,168000
4204,155000
4205,105000
4206,295000
4207,358000
4208,550000
4209,270000
4210,425000
4211,195000
4212,430000
4213,235000
4214,551440
4215,349000
4216,890000
4217,360000
4218,410000
4219,201000
4220,310000
4221,338000
4222,1930000
4223,220000
4224,1730000
4225,709000
4226,330000
4227,470000
4228,255000
4229,890000
4230,649000
4231,265000
4232,260000
4233,250000
4234,390000
4235,163000
4236,215000
4237,177000
4238,165000
4239,170000
4240,138000
4241,339000
4242,195000
4243,185000
4244,345000
4245,312000
4246,249000
4247,570000
4248,340000
4249,1300000
4250,523000
4251,1500000
4252,395000
4253,469000
4254,450000
4255,210000
4256,219000
4257,329000
4258,235000
4259,338000
4260,350000
4261,555000
4262,185000
4263,498000
4264,895000
4265,399000
4266,189000
4267,389000
4268,940000
4269,575000
4270,321555
4271,305000
4272,415000
4273,259000
4274,595000
4275,280000
4276,590000
4277,635000
4278,365000
4279,720000
4280,682000
4281,189000
4282,170000
4283,599000
4284,429000
4285,425000
4286,460000
4287,1300000
4288,699000
4289,159000
4290,319000
4291,260000
4292,228000
4293,172000
4294,259000
4295,589000
4296,284000
4297,215000
4298,1700000
4299,225000
4300,350000
4301,744000
4302,420000
4303,335000
4304,535000
4305,129000
4306,590000
4307,565000
4308,2590000
4309,270000
4310,270000
4311,349000
4312,325000
4313,900000
4314,550000
4315,299000
4316,710000
4317,390000
4318,200000
4319,470000
4320,827000
4321,170000
4322,285000
4323,359000
4324,329000
4325,1110000
4326,810000
4327,179000
4328,443000
4329,280000
4330,980000
4331,320000
4332,589000
4333,299000
4334,349000
4335,685000
4336,465000
4337,540000
4338,590000
4339,305000
4340,630000
4341,249000
4342,354400
4343,895000
4344,520000
4345,1150000
4346,240000
4347,1990000
4348,645000
4349,460000
4350,415000
4351,260000
4352,1280000
4353,270000
4354,407000
4355,450000
4356,1480000
4357,215000
4358,486000
4359,800000
4360,158000
4361,488800
4362,198000
4363,350000
4364,269000
4365,299000
4366,280000
4367,380000
4368,395000
4369,175000
4370,1390000
4371,619000
4372,2050000
4373,1149000
4374,390000
4375,198000
4376,1800000
4377,490000
4378,1350000
4379,1600000
4380,600000
4381,450000
4382,490000
4383,320000
4384,508000
4385,795000
4386,359000
4387,245000
4388,1150000
4389,289000
4390,193000
4391,1150000
4392,219000
4393,390000
4394,375000
4395,248000
4396,360000
4397,460000
4398,490000
4399,175000
4400,359000
4401,1750000
4402,760000
4403,159000
4404,249000
4405,625000
4406,780000
4407,730000
4408,195000
4409,320000
4410,285000
4411,460000
4412,289000
4413,450000
4414,1229600
4415,870000
4416,346000
4417,1445000
4418,350000
4419,650000
4420,199000
4421,490000
4422,980000
4423,576000
4424,330000
4425,395000
4426,315000
4427,1500000
4428,155000
4429,245000
4430,200000
4431,380000
4432,592000
4433,405000
4434,200000
4435,339000
4436,250000
4437,955000
4438,189000
4439,429000
4440,270000
4441,520000
4442,342000
4443,290000
4444,215000
4445,495000
4446,130000
4447,2200000
4448,1980000
4449,423000
4450,368000
4451,99000
4452,349000
4453,517000
4454,1100000
4455,285000
4456,330000
4457,350000
4458,1690000
4459,1224000
4460,186000
4461,265000
4462,315000
4463,189000
4464,475000
4465,2350000
4466,210000
4467,258000
4468,1950000
4469,230000
4470,490000
4471,790000
4472,449000
4473,391000
4474,1600000
4475,1290000
4476,188000
4477,425000
4478,2170000
4479,260000
4480,375000
4481,2080000
4482,660000
4483,189000
4484,475000
4485,349000
4486,699000
4487,598000
4488,195000
4489,329000
4490,225000
4491,250000
4492,340000
4493,740000
4494,198000
4495,189000
4496,240000
4497,475000
4498,570000
4499,838000
4500,488000
4501,472000
4502,265000
4503,550000
4504,382000
4505,780000
4506,320000
4507,179000
4508,790000
4509,270000
4510,219000
4511,590000
4512,275000
4513,308000
4514,219000
4515,230000
4516,334000
4517,115000
4518,797000
4519,269000
4520,470000
4521,430000
4522,790000
4523,310000
4524,420000
4525,1630000
4526,385000
4527,1350000
4528,230000
4529,2700000
4530,615000
4531,2400000
4532,850000
4533,1140000
4534,759000
4535,286000
4536,700000
4537,720000
4538,230000
4539,235000
4540,155000
4541,230000
4542,165000
4543,930000
4544,115000
4545,1040000
4546,569000
4547,320000
4548,339000
4549,325000
4550,1200000
4551,239000
4552,214000
4553,276000
4554,240000
4555,185000
4556,750000
4557,410000
4558,2100000
4559,390000
4560,219000
4561,1800000
4562,375000
4563,1198000
4564,248000
4565,790000
4566,289000
4567,400000
4568,628000
4569,179000
4570,369000
4571,680000
4572,179900
4573,860000
4574,299000
4575,468000
4576,600000
4577,315000
4578,350000
4579,634000
4580,265000
4581,509000
4582,409000
4583,460000
4584,790000
4585,295000
4586,299000
4587,239000
4588,305000
4589,219000
4590,198000
4591,449000
4592,130000
4593,250000
4594,505000
4595,670000
4596,1800000
4597,588000
4598,269000
4599,445000
4600,280000
4601,450000
4602,199000
4603,480000
4604,2000000
4605,776000
4606,215000
4607,480000
4608,355000
4609,170000
4610,290000
4611,895000
4612,260000
4613,279000
4614,1430000
4615,395000
4616,750000
4617,2100000
4618,346000
4619,349000
4620,239000
4621,180000
4622,272550
4623,430000
4624,319000
4625,550000
4626,260000
4627,735000
4628,368000
4629,580000
4630,220000
4631,150000
4632,235000
4633,1280000
4634,268000
4635,92000
4636,2700000
4637,519000
4638,435000
4639,560000
4640,2100000
4641,335000
4642,255000
4643,562000
4644,420000
4645,823000
4646,338000
4647,450000
4648,238000
4649,348000
4650,449000
4651,225000
4652,340000
4653,285000
4654,175000
4655,260000
4656,610000
4657,820000
4658,449000
4659,460000
4660,198000
4661,283000
4662,580000
4663,730000
4664,290000
4665,595000
4666,259000
4667,560000
4668,330000
4669,249000
4670,320000
4671,315000
4672,525000
4673,355000
4674,159000
4675,320000
4676,195000
4677,1398000
4678,165000
4679,161000
4680,245000
4681,139000
4682,380000
4683,285000
4684,890000
4685,325000
4686,515000
4687,393000
4688,290000
4689,610000
4690,315000
4691,138000
4692,230000
4693,350000
4694,550000
4695,350000
4696,1290000
4697,1050000
4698,1200000
4699,580000
4700,229000
4701,180000
4702,2000000
4703,1250000
4704,249000
4705,149000
4706,275000
4707,275000
4708,380000
4709,311000
4710,350000
4711,360000
4712,340000
4713,649000
4714,260000
4715,685000
4716,279000
4717,460000
4718,289000
4719,440000
4720,440000
4721,385000
4722,340000
4723,1540000
4724,869000
4725,245000
4726,494000
4727,330000
4728,559000
4729,450000
4730,309000
4731,490000
4732,229000
4733,850000
4734,245000
4735,610000
4736,750000
4737,695000
4738,478096
4739,1600000
4740,980000
